cluster_id,conceptual_metaphor,confidence,document_date,document_id,mapping_id,mipvu_ids,period,register,rhetorical_salience,source_domain_primary,target_domain
am-rev-01-liberty-tyranny,SOCIAL BODY IS BODY,0.8,1776-01,am-rev-paine-common-sense,amrev-cmt-029,am-rev-paine-common-sense_s01_p32_s02_lu004;am-rev-paine-common-sense_s01_p32_s02_lu007;am-rev-paine-common-sense_s01_p32_s02_lu012;am-rev-paine-common-sense_s01_p32_s02_lu013;am-rev-paine-common-sense_s01_p32_s02_lu019;am-rev-paine-common-sense_s01_p32_s02_lu024;am-rev-paine-common-sense_s01_p32_s02_lu029;am-rev-paine-common-sense_s01_p32_s02_lu031;am-rev-paine-common-sense_s01_p32_s02_lu034,,political-pamphlet,high,body,social_body
am-rev-06-union-founding-memory,GOVERNMENT IS BODY,0.78,1776-01,am-rev-paine-common-sense,amrev-cmt-030,am-rev-paine-common-sense_s01_p33_s01_lu035;am-rev-paine-common-sense_s01_p33_s01_lu039;am-rev-paine-common-sense_s01_p33_s01_lu041,,political-pamphlet,medium,body,government
am-rev-01-liberty-tyranny,FREEDOM IS SLAVERY BONDAGE,0.84,1776-01,am-rev-paine-common-sense,amrev-cmt-031,am-rev-paine-common-sense_s01_p33_s02_lu009,,political-pamphlet,high,slavery_bondage,freedom
am-rev-06-union-founding-memory,GOVERNMENT IS BODY,0.78,1776-01,am-rev-paine-common-sense,amrev-cmt-032,am-rev-paine-common-sense_s01_p34_s01_lu025;am-rev-paine-common-sense_s01_p34_s01_lu030;am-rev-paine-common-sense_s01_p34_s01_lu034,,political-pamphlet,medium,body,government
am-rev-06-union-founding-memory,GOVERNMENT IS BODY,0.78,1776-01,am-rev-paine-common-sense,amrev-cmt-033,am-rev-paine-common-sense_s01_p35_s01_lu047,,political-pamphlet,medium,body,government
am-rev-06-union-founding-memory,GOVERNMENT IS BODY,0.78,1776-01,am-rev-paine-common-sense,amrev-cmt-034,am-rev-paine-common-sense_s01_p38_s01_lu005,,political-pamphlet,medium,body,government
am-rev-04-providence-covenant,GOVERNMENT IS RELIGION PROVIDENCE,0.86,1776-01,am-rev-paine-common-sense,amrev-cmt-035,am-rev-paine-common-sense_s01_p56_s04_lu007;am-rev-paine-common-sense_s01_p56_s04_lu008;am-rev-paine-common-sense_s01_p56_s04_lu012;am-rev-paine-common-sense_s01_p56_s04_lu021;am-rev-paine-common-sense_s01_p56_s04_lu023,,political-pamphlet,high,religion_providence,government
am-rev-04-providence-covenant,GOVERNMENT IS RELIGION PROVIDENCE,0.86,1776-01,am-rev-paine-common-sense,amrev-cmt-036,am-rev-paine-common-sense_s01_p58_s04_lu009;am-rev-paine-common-sense_s01_p58_s04_lu010;am-rev-paine-common-sense_s01_p58_s04_lu045,,political-pamphlet,high,religion_providence,government
am-rev-04-providence-covenant,GOVERNMENT IS RELIGION PROVIDENCE,0.86,1776-01,am-rev-paine-common-sense,amrev-cmt-037,am-rev-paine-common-sense_s01_p60_s05_lu050,,political-pamphlet,high,religion_providence,government
am-rev-06-union-founding-memory,UNION IS AGRICULTURE,0.82,1776-01,am-rev-paine-common-sense,amrev-cmt-038,am-rev-paine-common-sense_s01_p61_s09_lu076,,political-pamphlet,high,agriculture,union
am-rev-06-union-founding-memory,UNION IS AGRICULTURE,0.82,1776-01,am-rev-paine-common-sense,amrev-cmt-039,am-rev-paine-common-sense_s01_p61_s12_lu057,,political-pamphlet,high,agriculture,union
am-rev-02-people-republic,INDEPENDENCE IS SACRIFICE,0.84,1776-01,am-rev-paine-common-sense,amrev-cmt-040,am-rev-paine-common-sense_s01_p71_s01_lu020,,political-pamphlet,high,sacrifice,independence
am-rev-02-people-republic,INDEPENDENCE IS SACRIFICE,0.84,1776-01,am-rev-paine-common-sense,amrev-cmt-041,am-rev-paine-common-sense_s01_p73_s01_lu018,,political-pamphlet,high,sacrifice,independence
am-rev-02-people-republic,INDEPENDENCE IS SACRIFICE,0.84,1776-01,am-rev-paine-common-sense,amrev-cmt-042,am-rev-paine-common-sense_s01_p73_s02_lu015,,political-pamphlet,high,sacrifice,independence
am-rev-01-liberty-tyranny,FREEDOM IS SLAVERY BONDAGE,0.84,1776-01,am-rev-paine-common-sense,amrev-cmt-043,am-rev-paine-common-sense_s01_p75_s05_lu046,,political-pamphlet,high,slavery_bondage,freedom
am-rev-06-union-founding-memory,UNION IS AGRICULTURE,0.82,1776-01,am-rev-paine-common-sense,amrev-cmt-044,am-rev-paine-common-sense_s01_p81_s04_lu004,,political-pamphlet,high,agriculture,union
am-rev-02-people-republic,INDEPENDENCE IS SACRIFICE,0.84,1776-01,am-rev-paine-common-sense,amrev-cmt-045,am-rev-paine-common-sense_s01_p81_s05_lu026,,political-pamphlet,high,sacrifice,independence
am-rev-02-people-republic,INDEPENDENCE IS SACRIFICE,0.84,1776-01,am-rev-paine-common-sense,amrev-cmt-046,am-rev-paine-common-sense_s01_p86_s01_lu014,,political-pamphlet,high,sacrifice,independence
am-rev-02-people-republic,INDEPENDENCE IS BIRTH GENERATION,0.88,1776-01,am-rev-paine-common-sense,amrev-cmt-047,am-rev-paine-common-sense_s01_p87_s01_lu020,,political-pamphlet,high,birth_generation,independence
am-rev-02-people-republic,INDEPENDENCE IS BIRTH GENERATION,0.88,1776-01,am-rev-paine-common-sense,amrev-cmt-048,am-rev-paine-common-sense_s01_p88_s01_lu005,,political-pamphlet,high,birth_generation,independence
am-rev-02-people-republic,INDEPENDENCE IS BIRTH GENERATION,0.88,1776-01,am-rev-paine-common-sense,amrev-cmt-049,am-rev-paine-common-sense_s01_p88_s03_lu038;am-rev-paine-common-sense_s01_p88_s03_lu040,,political-pamphlet,high,birth_generation,independence
am-rev-02-people-republic,INDEPENDENCE IS BIRTH GENERATION,0.88,1776-01,am-rev-paine-common-sense,amrev-cmt-050,am-rev-paine-common-sense_s01_p88_s04_lu007,,political-pamphlet,high,birth_generation,independence
am-rev-02-people-republic,INDEPENDENCE IS BIRTH GENERATION,0.88,1776-01,am-rev-paine-common-sense,amrev-cmt-051,am-rev-paine-common-sense_s01_p88_s05_lu003,,political-pamphlet,high,birth_generation,independence
am-rev-02-people-republic,INDEPENDENCE IS BIRTH GENERATION,0.88,1776-01,am-rev-paine-common-sense,amrev-cmt-052,am-rev-paine-common-sense_s01_p90_s05_lu007;am-rev-paine-common-sense_s01_p90_s05_lu009,,political-pamphlet,high,birth_generation,independence
am-rev-02-people-republic,INDEPENDENCE IS SACRIFICE,0.82,1776-01,am-rev-paine-common-sense,amrev-cmt-053,am-rev-paine-common-sense_s01_p96_s04_lu002;am-rev-paine-common-sense_s01_p96_s04_lu005;am-rev-paine-common-sense_s01_p96_s04_lu008;am-rev-paine-common-sense_s01_p96_s04_lu010,,political-pamphlet,high,sacrifice,independence
am-rev-06-union-founding-memory,POLITICAL ORDER IS OBJECT MATERIAL,0.88,1776-07-04,am-rev-jefferson-declaration,amrev-cmt-054,am-rev-jefferson-declaration_s01_p02_s01_lu025;am-rev-jefferson-declaration_s01_p02_s01_lu028;am-rev-jefferson-declaration_s01_p02_s01_lu031,,political-declaration,high,object_material,political_order
am-rev-06-union-founding-memory,POLITICAL ORDER IS BODY,0.76,1776-07-04,am-rev-jefferson-declaration,amrev-cmt-055,am-rev-jefferson-declaration_s01_p03_s03_lu005;am-rev-jefferson-declaration_s01_p03_s03_lu019;am-rev-jefferson-declaration_s01_p03_s03_lu021;am-rev-jefferson-declaration_s01_p03_s03_lu033;am-rev-jefferson-declaration_s01_p03_s03_lu041,,political-declaration,medium,body,political_order
am-rev-02-people-republic,FREEDOM IS BODY,0.72,1776-07-04,am-rev-jefferson-declaration,amrev-cmt-056,am-rev-jefferson-declaration_s01_p03_s04_lu015,,political-declaration,medium,body,freedom
am-rev-02-people-republic,FREEDOM IS BODY,0.72,1776-07-04,am-rev-jefferson-declaration,amrev-cmt-057,am-rev-jefferson-declaration_s01_p08_s01_lu013,,political-declaration,medium,body,freedom
am-rev-02-people-republic,FREEDOM IS BODY,0.72,1776-07-04,am-rev-jefferson-declaration,amrev-cmt-058,am-rev-jefferson-declaration_s01_p09_s01_lu023;am-rev-jefferson-declaration_s01_p09_s01_lu041,,political-declaration,medium,body,freedom
am-rev-03-founding-sacrifice,SACRIFICE IS RELIGION PROVIDENCE,0.82,1776-07-04,am-rev-jefferson-declaration,amrev-cmt-059,am-rev-jefferson-declaration_s01_p27_s01_lu015,,political-declaration,high,religion_providence,sacrifice
am-rev-01-liberty-tyranny,ENEMY IS BODY,0.8,1776-07-04,am-rev-jefferson-declaration,amrev-cmt-060,am-rev-jefferson-declaration_s01_p28_s01_lu017;am-rev-jefferson-declaration_s01_p28_s01_lu018;am-rev-jefferson-declaration_s01_p28_s01_lu020;am-rev-jefferson-declaration_s01_p28_s01_lu040,,political-declaration,high,body,enemy
am-rev-03-founding-sacrifice,SACRIFICE IS RELIGION PROVIDENCE,0.78,1776-07-04,am-rev-jefferson-declaration,amrev-cmt-061,am-rev-jefferson-declaration_s01_p33_s02_lu016;am-rev-jefferson-declaration_s01_p33_s02_lu017;am-rev-jefferson-declaration_s01_p33_s02_lu020;am-rev-jefferson-declaration_s01_p33_s02_lu025;am-rev-jefferson-declaration_s01_p33_s02_lu027;am-rev-jefferson-declaration_s01_p33_s02_lu030;am-rev-jefferson-declaration_s01_p33_s02_lu031,,political-declaration,medium,religion_providence,sacrifice
