cluster_id,conceptual_metaphor,confidence,document_date,document_id,mapping_id,mipvu_ids,period,register,rhetorical_salience,source_domain_primary,target_domain
lincoln-01-body-organism,POLITICAL ORDER IS OBJECT MATERIAL,0.76,1838-01-27,lincoln-lyceum-address,lincoln-cmt-025,lincoln-lyceum-address_s01_p19_s08_lu004;lincoln-lyceum-address_s01_p19_s08_lu011,early-republican-rhetoric,public-address,medium,object_material,political_order
lincoln-05-fathers-inheritance,HISTORY IS LIFE DEATH,0.78,1838-01-27,lincoln-lyceum-address,lincoln-cmt-026,lincoln-lyceum-address_s01_p19_s10_lu008,early-republican-rhetoric,public-address,medium,life_death,history
lincoln-05-fathers-inheritance,HISTORY IS LIFE DEATH,0.78,1838-01-27,lincoln-lyceum-address,lincoln-cmt-027,lincoln-lyceum-address_s01_p19_s11_lu020;lincoln-lyceum-address_s01_p19_s11_lu023,early-republican-rhetoric,public-address,medium,life_death,history
lincoln-03-experiment-proposition,REPUBLIC IS EXPERIMENT SCIENCE,0.753,1838-01-27,lincoln-lyceum-address,lincoln-cmt-028,lincoln-lyceum-address_s01_p19_s13_lu002;lincoln-lyceum-address_s01_p19_s13_lu004;lincoln-lyceum-address_s01_p19_s13_lu010,early-republican-rhetoric,public-address,medium,experiment_science,republic
lincoln-01-body-organism,POLITICAL ORDER IS NATURE ORGANISM,0.88,1838-01-27,lincoln-lyceum-address,lincoln-cmt-029,lincoln-lyceum-address_s01_p19_s14_lu003;lincoln-lyceum-address_s01_p19_s14_lu005;lincoln-lyceum-address_s01_p19_s14_lu021,early-republican-rhetoric,public-address,high,nature_organism,political_order
lincoln-01-body-organism,POLITICAL ORDER IS NATURE ORGANISM,0.88,1838-01-27,lincoln-lyceum-address,lincoln-cmt-030,lincoln-lyceum-address_s01_p19_s15_lu002;lincoln-lyceum-address_s01_p19_s15_lu004;lincoln-lyceum-address_s01_p19_s15_lu006;lincoln-lyceum-address_s01_p19_s15_lu009,early-republican-rhetoric,public-address,high,nature_organism,political_order
lincoln-01-body-organism,POLITICAL ORDER IS NATURE ORGANISM,0.88,1838-01-27,lincoln-lyceum-address,lincoln-cmt-031,lincoln-lyceum-address_s01_p19_s16_lu003;lincoln-lyceum-address_s01_p19_s16_lu012,early-republican-rhetoric,public-address,high,nature_organism,political_order
lincoln-01-body-organism,POLITICAL ORDER IS NATURE ORGANISM,0.72,1838-01-27,lincoln-lyceum-address,lincoln-cmt-032,lincoln-lyceum-address_s01_p19_s17_lu027,early-republican-rhetoric,public-address,medium,nature_organism,political_order
lincoln-01-body-organism,GOVERNMENT IS ARCHITECTURE BUILDING,0.88,1838-01-27,lincoln-lyceum-address,lincoln-cmt-033,lincoln-lyceum-address_s01_p19_s19_lu016;lincoln-lyceum-address_s01_p19_s19_lu020,early-republican-rhetoric,public-address,high,architecture_building,government
lincoln-01-body-organism,POLITICAL ORDER IS BODY,0.75,1838-01-27,lincoln-lyceum-address,lincoln-cmt-034,lincoln-lyceum-address_s01_p19_s21_lu041;lincoln-lyceum-address_s01_p19_s21_lu044;lincoln-lyceum-address_s01_p19_s21_lu047;lincoln-lyceum-address_s01_p19_s21_lu050,early-republican-rhetoric,public-address,medium,body,political_order
lincoln-01-body-organism,POLITICAL ORDER IS BODY,0.75,1838-01-27,lincoln-lyceum-address,lincoln-cmt-035,lincoln-lyceum-address_s01_p19_s24_lu001;lincoln-lyceum-address_s01_p19_s24_lu006,early-republican-rhetoric,public-address,medium,body,political_order
lincoln-01-body-organism,POLITICAL ORDER IS BODY,0.75,1838-01-27,lincoln-lyceum-address,lincoln-cmt-036,lincoln-lyceum-address_s01_p19_s25_lu003,early-republican-rhetoric,public-address,medium,body,political_order
lincoln-01-body-organism,POLITICAL ORDER IS BODY,0.75,1838-01-27,lincoln-lyceum-address,lincoln-cmt-037,lincoln-lyceum-address_s01_p19_s28_lu007,early-republican-rhetoric,public-address,medium,body,political_order
lincoln-01-body-organism,POLITICAL ORDER IS BODY,0.75,1838-01-27,lincoln-lyceum-address,lincoln-cmt-038,lincoln-lyceum-address_s01_p19_s29_lu002;lincoln-lyceum-address_s01_p19_s29_lu004,early-republican-rhetoric,public-address,medium,body,political_order
lincoln-01-body-organism,POLITICAL ORDER IS BODY,0.735,1838-01-27,lincoln-lyceum-address,lincoln-cmt-039,lincoln-lyceum-address_s01_p19_s30_lu025;lincoln-lyceum-address_s01_p19_s30_lu030,early-republican-rhetoric,public-address,medium,body,political_order
lincoln-01-body-organism,GOVERNMENT IS ARCHITECTURE BUILDING,0.88,1838-01-27,lincoln-lyceum-address,lincoln-cmt-040,lincoln-lyceum-address_s01_p20_s01_lu038;lincoln-lyceum-address_s01_p20_s01_lu048,early-republican-rhetoric,public-address,high,architecture_building,government
lincoln-01-body-organism,HISTORY IS BODY,0.76,1838-01-27,lincoln-lyceum-address,lincoln-cmt-041,lincoln-lyceum-address_s01_p23_s01_lu007,early-republican-rhetoric,public-address,medium,body,history
lincoln-05-fathers-inheritance,HISTORY IS LIFE DEATH,0.767,1838-01-27,lincoln-lyceum-address,lincoln-cmt-042,lincoln-lyceum-address_s01_p24_s01_lu020;lincoln-lyceum-address_s01_p24_s01_lu028;lincoln-lyceum-address_s01_p24_s01_lu040,early-republican-rhetoric,public-address,medium,life_death,history
lincoln-01-body-organism,HISTORY IS BODY,0.846,1838-01-27,lincoln-lyceum-address,lincoln-cmt-043,lincoln-lyceum-address_s01_p24_s05_lu022;lincoln-lyceum-address_s01_p24_s05_lu023;lincoln-lyceum-address_s01_p24_s05_lu030;lincoln-lyceum-address_s01_p24_s05_lu032;lincoln-lyceum-address_s01_p24_s05_lu033;lincoln-lyceum-address_s01_p24_s05_lu036;lincoln-lyceum-address_s01_p24_s05_lu060;lincoln-lyceum-address_s01_p24_s05_lu065,early-republican-rhetoric,public-address,high,body,history
lincoln-05-fathers-inheritance,HISTORY IS WAR COMBAT,0.95,1838-01-27,lincoln-lyceum-address,lincoln-cmt-044,lincoln-lyceum-address_s01_p24_s08_lu004;lincoln-lyceum-address_s01_p24_s08_lu006;lincoln-lyceum-address_s01_p24_s08_lu016;lincoln-lyceum-address_s01_p24_s08_lu018;lincoln-lyceum-address_s01_p24_s08_lu022;lincoln-lyceum-address_s01_p24_s08_lu025,early-republican-rhetoric,public-address,high,war_combat,history
lincoln-01-body-organism,HISTORY IS NATURE ORGANISM,0.925,1838-01-27,lincoln-lyceum-address,lincoln-cmt-045,lincoln-lyceum-address_s01_p24_s10_lu004;lincoln-lyceum-address_s01_p24_s10_lu007;lincoln-lyceum-address_s01_p24_s10_lu011;lincoln-lyceum-address_s01_p24_s10_lu024;lincoln-lyceum-address_s01_p24_s10_lu028;lincoln-lyceum-address_s01_p24_s10_lu032;lincoln-lyceum-address_s01_p24_s10_lu037;lincoln-lyceum-address_s01_p24_s10_lu043;lincoln-lyceum-address_s01_p24_s10_lu050;lincoln-lyceum-address_s01_p24_s10_lu055;lincoln-lyceum-address_s01_p24_s10_lu058,early-republican-rhetoric,public-address,high,nature_organism,history
lincoln-01-body-organism,FREEDOM IS ARCHITECTURE BUILDING,0.95,1838-01-27,lincoln-lyceum-address,lincoln-cmt-046,lincoln-lyceum-address_s01_p25_s01_lu003;lincoln-lyceum-address_s01_p25_s01_lu006;lincoln-lyceum-address_s01_p25_s01_lu008;lincoln-lyceum-address_s01_p25_s01_lu014;lincoln-lyceum-address_s01_p25_s01_lu017;lincoln-lyceum-address_s01_p25_s01_lu019;lincoln-lyceum-address_s01_p25_s01_lu024;lincoln-lyceum-address_s01_p25_s01_lu029;lincoln-lyceum-address_s01_p25_s01_lu030;lincoln-lyceum-address_s01_p25_s01_lu034;lincoln-lyceum-address_s01_p25_s01_lu037,early-republican-rhetoric,public-address,high,architecture_building,freedom
lincoln-01-body-organism,CITIZENSHIP IS BODY,0.78,1838-01-27,lincoln-lyceum-address,lincoln-cmt-047,lincoln-lyceum-address_s01_p25_s03_lu007,early-republican-rhetoric,public-address,medium,body,citizenship
lincoln-01-body-organism,CITIZENSHIP IS BODY,0.78,1838-01-27,lincoln-lyceum-address,lincoln-cmt-048,lincoln-lyceum-address_s01_p25_s04_lu010;lincoln-lyceum-address_s01_p25_s04_lu014;lincoln-lyceum-address_s01_p25_s04_lu016,early-republican-rhetoric,public-address,medium,body,citizenship
lincoln-01-body-organism,CITIZENSHIP IS BODY,0.78,1838-01-27,lincoln-lyceum-address,lincoln-cmt-049,lincoln-lyceum-address_s01_p25_s05_lu003;lincoln-lyceum-address_s01_p25_s05_lu005;lincoln-lyceum-address_s01_p25_s05_lu047;lincoln-lyceum-address_s01_p25_s05_lu069;lincoln-lyceum-address_s01_p25_s05_lu071,early-republican-rhetoric,public-address,medium,body,citizenship
lincoln-01-body-organism,FREEDOM IS ARCHITECTURE BUILDING,0.9,1838-01-27,lincoln-lyceum-address,lincoln-cmt-050,lincoln-lyceum-address_s01_p26_s01_lu006;lincoln-lyceum-address_s01_p26_s01_lu008;lincoln-lyceum-address_s01_p26_s01_lu009;lincoln-lyceum-address_s01_p26_s01_lu012;lincoln-lyceum-address_s01_p26_s01_lu015;lincoln-lyceum-address_s01_p26_s01_lu029;lincoln-lyceum-address_s01_p26_s01_lu031;lincoln-lyceum-address_s01_p26_s01_lu034,early-republican-rhetoric,public-address,high,architecture_building,freedom
lincoln-01-body-organism,NATION IS BIRTH GENERATION,0.83,1863-11-19,lincoln-gettysburg-address,lincoln-cmt-051,lincoln-gettysburg-address_s01_p01_s01_lu009;lincoln-gettysburg-address_s01_p01_s01_lu010;lincoln-gettysburg-address_s01_p01_s01_lu017;lincoln-gettysburg-address_s01_p01_s01_lu021,emancipation-and-sacrifice,ceremonial-address,high,birth_generation,nation
lincoln-01-body-organism,NATION IS NATURE ORGANISM,0.72,1863-11-19,lincoln-gettysburg-address,lincoln-cmt-052,lincoln-gettysburg-address_s01_p02_s01_lu024,emancipation-and-sacrifice,ceremonial-address,medium,nature_organism,nation
lincoln-01-body-organism,WAR DEATH IS BODY,0.837,1863-11-19,lincoln-gettysburg-address,lincoln-cmt-053,lincoln-gettysburg-address_s01_p03_s01_lu014;lincoln-gettysburg-address_s01_p03_s01_lu020;lincoln-gettysburg-address_s01_p03_s01_lu027,emancipation-and-sacrifice,ceremonial-address,high,body,war_death
lincoln-01-body-organism,HISTORY IS BODY,0.84,1863-11-19,lincoln-gettysburg-address,lincoln-cmt-054,lincoln-gettysburg-address_s01_p04_s03_lu002;lincoln-gettysburg-address_s01_p04_s03_lu005;lincoln-gettysburg-address_s01_p04_s03_lu008;lincoln-gettysburg-address_s01_p04_s03_lu017,emancipation-and-sacrifice,ceremonial-address,high,body,history
lincoln-06-providence-theodicy,CITIZENSHIP IS RELIGION PROVIDENCE,0.85,1863-11-19,lincoln-gettysburg-address,lincoln-cmt-055,lincoln-gettysburg-address_s01_p05_s02_lu009;lincoln-gettysburg-address_s01_p05_s02_lu032;lincoln-gettysburg-address_s01_p05_s02_lu036;lincoln-gettysburg-address_s01_p05_s02_lu062;lincoln-gettysburg-address_s01_p05_s02_lu079,emancipation-and-sacrifice,ceremonial-address,high,religion_providence,citizenship
lincoln-01-body-organism,CIVIL WAR IS WAR COMBAT,0.72,1865-03-04,lincoln-second-inaugural,lincoln-cmt-056,lincoln-second-inaugural_s01_p01_s03_lu025;lincoln-second-inaugural_s01_p01_s03_lu028;lincoln-second-inaugural_s01_p01_s03_lu032,providence-and-reconciliation,inaugural-address,medium,war_combat,civil_war
lincoln-02-covenant-oath,UNION IS OBJECT MATERIAL,0.86,1865-03-04,lincoln-second-inaugural,lincoln-cmt-057,lincoln-second-inaugural_s01_p02_s03_lu033;lincoln-second-inaugural_s01_p02_s03_lu037,providence-and-reconciliation,inaugural-address,high,object_material,union
lincoln-01-body-organism,NATION IS NATURE ORGANISM,0.9,1865-03-04,lincoln-second-inaugural,lincoln-cmt-058,lincoln-second-inaugural_s01_p02_s04_lu017;lincoln-second-inaugural_s01_p02_s04_lu028,providence-and-reconciliation,inaugural-address,high,nature_organism,nation
lincoln-02-covenant-oath,UNION IS OBJECT MATERIAL,0.86,1865-03-04,lincoln-second-inaugural,lincoln-cmt-059,lincoln-second-inaugural_s01_p03_s04_lu016,providence-and-reconciliation,inaugural-address,high,object_material,union
lincoln-01-body-organism,SLAVERY IS BODY,0.84,1865-03-04,lincoln-second-inaugural,lincoln-cmt-060,lincoln-second-inaugural_s01_p04_s05_lu017;lincoln-second-inaugural_s01_p04_s05_lu019;lincoln-second-inaugural_s01_p04_s05_lu022;lincoln-second-inaugural_s01_p04_s05_lu026,providence-and-reconciliation,inaugural-address,high,body,slavery
lincoln-06-providence-theodicy,SLAVERY IS RELIGION PROVIDENCE,0.58,1865-03-04,lincoln-second-inaugural,lincoln-cmt-061,lincoln-second-inaugural_s01_p05_s02_lu001;lincoln-second-inaugural_s01_p05_s02_lu007;lincoln-second-inaugural_s01_p05_s02_lu014;lincoln-second-inaugural_s01_p05_s02_lu017;lincoln-second-inaugural_s01_p05_s02_lu024;lincoln-second-inaugural_s01_p05_s02_lu037;lincoln-second-inaugural_s01_p05_s02_lu041;lincoln-second-inaugural_s01_p05_s02_lu063;lincoln-second-inaugural_s01_p05_s02_lu074;lincoln-second-inaugural_s01_p05_s02_lu081,providence-and-reconciliation,inaugural-address,medium,religion_providence,slavery
lincoln-01-body-organism,WAR DEATH IS BODY,0.82,1865-03-04,lincoln-second-inaugural,lincoln-cmt-062,lincoln-second-inaugural_s01_p05_s03_lu012;lincoln-second-inaugural_s01_p05_s03_lu017,providence-and-reconciliation,inaugural-address,high,body,war_death
lincoln-07-absence-black-agency,SLAVERY IS DEBT ACCOUNTING,0.718,1865-03-04,lincoln-second-inaugural,lincoln-cmt-063,lincoln-second-inaugural_s01_p05_s04_lu026;lincoln-second-inaugural_s01_p05_s04_lu039;lincoln-second-inaugural_s01_p05_s04_lu045;lincoln-second-inaugural_s01_p05_s04_lu060,providence-and-reconciliation,inaugural-address,medium,debt_accounting,slavery
lincoln-01-body-organism,NATION IS BODY,0.86,1865-03-04,lincoln-second-inaugural,lincoln-cmt-064,lincoln-second-inaugural_s01_p06_s01_lu034;lincoln-second-inaugural_s01_p06_s01_lu038;lincoln-second-inaugural_s01_p06_s01_lu063,providence-and-reconciliation,inaugural-address,high,body,nation
