batch_id,coder_id,case_id,document_id,sentence_id,mipvu_id,lexical_unit,lemma,language,sentence_unit_ordinal,sentence_text,semantic_control_term,semantic_control_risk,decision_type,contextual_meaning,basic_meaning,basic_meaning_source,contrast_explanation,comparison_basis,confidence,review_notes,semantic_shift_risk,candidate_source_domain,candidate_target_domain,review_status,annotator
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu011,possess,possess,en,11,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu012,themselves,themselves,en,12,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu013,and,and,en,13,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu014,through,through,en,14,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu015,themselves,themselves,en,15,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu016,us,us,en,16,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu017,of,of,en,17,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu018,this,this,en,18,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu019,goodly,goodly,en,19,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu020,land,land,en,20,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu021,and,and,en,21,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu022,to,to,en,22,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu023,uprear,uprear,en,23,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,mipvu_direct,building political institutions of liberty and rights,raise or construct a physical building,"Webster 1828, ""edifice"" / ""rear""",Political institutions are explicitly construed as a built edifice.,Institutions are understood through built structure.,0.93,Explicit construction metaphor for political institutions.,medium,building_structure,political_institutions,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu024,upon,upon,en,24,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu025,its,its,en,25,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu026,hills,hills,en,26,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu027,and,and,en,27,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu028,its,its,en,28,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu029,valleys,valleys,en,29,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu030,a,a,en,30,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu031,political,political,en,31,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu032,edifice,edifice,en,32,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,mipvu_direct,building political institutions of liberty and rights,raise or construct a physical building,"Webster 1828, ""edifice"" / ""rear""",Political institutions are explicitly construed as a built edifice.,Institutions are understood through built structure.,0.93,Explicit construction metaphor for political institutions.,medium,building_structure,political_institutions,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu033,of,of,en,33,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu034,liberty,liberty,en,34,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu035,and,and,en,35,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu036,equal,equal,en,36,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu037,rights,rights,en,37,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu038,it,it,en,38,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu039,is,is,en,39,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu040,ours,ours,en,40,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu041,only,only,en,41,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu042,to,to,en,42,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu043,transmit,transmit,en,43,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,uncertain,borderline source-domain contrast in independent second-pass coding,basic meaning may remain close to contextual period usage,"Webster 1828, ""transmit"" / ""decay"" / ""tear""",The second pass treats the contrast as less settled than the adjudicated first-pass decision.,Possible metaphorical comparison is present but weaker or conventionalized.,0.55,Codex-assisted second-pass reliability divergence; adjudication required.,medium,object_transfer,political_inheritance,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu044,these,these,en,44,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu045,the,the,en,45,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu046,former,former,en,46,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu047,unprofaned,unprofaned,en,47,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,uncertain,borderline source-domain contrast in independent second-pass coding,basic meaning may remain close to contextual period usage,"Webster 1828, ""transmit"" / ""decay"" / ""tear""",The second pass treats the contrast as less settled than the adjudicated first-pass decision.,Possible metaphorical comparison is present but weaker or conventionalized.,0.55,Codex-assisted second-pass reliability divergence; adjudication required.,medium,object_transfer,political_inheritance,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu048,by,by,en,48,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p04_s06,lincoln-lyceum-address_s01_p04_s06_lu049,the,the,en,49,"Theirs was the task (and nobly they performed it) to possess themselves, and through themselves us, of this goodly land, and to uprear upon its hills and its valleys a political edifice of liberty and equal rights; it is ours only to transmit these--the former unprofaned by the foot of an invader, the latter undecayed by the lapse of time and untorn by usurpation--to the latest generation that fate shall permit the world to know.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
